,Company Name,Company ID,Rating,Offer,Details,Original Price,Sale Price,percent_savings,Num_bought,Num_outlets,Outlet Names,Offer start date,Date retrieved
963,Dollhouse Nails,981,4.40,OPI Classic Mani-Pedi with Sea Salt Foot Scrub for 1 Person (2 Sessions),"Get pretty, pampered nails with a classic mani-pedi! Using OPI nail polish, you'll be turning heads everytime you wave your hands. Finish it off with a sea salt foot scrub for soft, supple feet.",S$142,S$48,66,21,2,"['#B1-08, CityLink Mall', 'Towner Road']",2017-11-08T00:00:00.000+08:00,2018-03-02
964,La Bella,3045,4.40,Gel Mani + Return Soak-Off for 1 Person (1 Session),"Sink into comfortable seats and enjoy the professional service at La Bella with their classic gel mani with return soak-off. Gel polish lasts up to three weeks, at proper care and maintenance, and resists chipping.",S$60,S$18,70,21,1,['Hougang'],2017-01-21T00:00:00.000+08:00,2018-03-02
965,Le May's Beauty,3036,4.30,Brazilian Waxing for 1 Person (2 Sessions),Keep things a little bit groomed with a Brazilian waxing service! Waxing provides longer-lasting hairlessness with finer regrowth. Find Le May’s Beauty just a 6-minute walk from the Chinatown MRT station.,S$96,S$38,60,21,1,['Fook Hai Building'],2016-10-06T00:00:00.000+08:00,2018-03-02
966,La Peau Beaute,2400,4.00,Tummy Detox Treatment for 1 Person (5 Sessions),"Treat your body like a temple and get a detox treatment for your tummy. Detoxing helps remove harmful chemicals from the body, while ginger tumergenic mask application and thermal wrap help reduce bloating and slim up your tummy. Alternatively, opt for a breast detox instead of tummy detox.","S$1,900",S$58,97,21,2,"['Katong V', '#04-61, Far East Plaza']",2016-12-19T00:00:00.000+08:00,2018-03-02
967,Aurora Nail,4079,4.50,Gelish Manicure with Returned Soak Off for 1 Person (1 Session),Get beautifully shiny nails and add an elegant touch to your fingertips with this manicure treatment. Allow the professionals to work on your hands to give you beautifully shiny nails. Choose from a rainbow palette of colours available and go bold with brighter and vibrant colours or stay muted with sweet pastels.,S$68,S$18,74,21,1,['Marine Parade Central'],2017-07-06T00:00:00.000+08:00,2018-03-02
968,Joyre TCMedi Spa by JL Beauty,2620,3.60,"75-Minute Customised Facial with Face, Neck, and Shoulder Massage for 1 Person (1 Session)","Having a facial once in a while helps cleanses skin to remove dirt, bacteria, and sebum buildup from within pores without stripping it of moisture. Also, feel pampered and refreshed with a massage session that comes inclusive of this deal. The bonus is that you get that soft radiant skin right after a session of self-pampering, it’s definitely a win-win for yourself!",S$128,S$18,86,21,11,"['Marine Parade Central', 'Novena Square 2', 'Kovan Central', 'Bishan Central', '#04-02, Tampines 1', '#01-05, Punggol Plaza', 'Toa Payoh Central', '#B1-103, Jurong Point ', 'Seng Kang ', '#02-26, NEX', 'B1-167, Northpoint']",2017-12-22T00:00:00.000+08:00,2018-03-02
969,JA'ZZ Spa,3577,3.90,Eyebrow Embroidery with Face Analysis Consultation + 1 Year of Unlimited Eyebrow Shaping for 1 Person,"Get those brows on fleek and Insta-worthy with an eyebrow embroidery treatment. With an unlimited option for one year, your brows will be ever-ready for any event or occasion.",S$488,S$58,88,21,2,"['Square 2', 'Jurong West']",2017-05-09T00:00:00.000+08:00,2018-03-02
970,Nail's Eden,800,3.80,Classic Mani-Pedi for 1 Person (2 Sessions),Take some time off and schedule pampering into your calendar with two (2) sessions of a classic mani-pedi for one (1) person at Nail's Eden.,S$132,S$42,68,20,1,"['#03-04, Midpoint Orchard']",2017-04-24T00:00:00.000+08:00,2018-03-02
971,Sassy Hair Studio,2347,3.40,Double Action Hair and Scalp Treatment for 1 Person,Treat yourself to a double action treatment which helps to strengthen hair shafts. It regulates sebum production and reduces oilness caused by atmospheric pollution or excessive sweating helping your hair looks healthy.,S$188,S$25,87,20,1,['Claymore Connect'],2016-07-08T00:00:00.000+08:00,2018-03-02
972,Theresa Beauty,2465,3.60,Teeth Whitening Treatment for 1 Person (3 Sessions),"Blind someone with your smile and sparkling white teeth! Get your teeth four to eight shades whiter in just one session (depending on original teeth enamel) using the latest LED whitening and brightening technology that actively penetrates enamel and effectively removing teeth stains. Suitable for frequent smokers, coffee, and tea drinkers, this painless, safe procedure are performed by well-trained therapists without the use of peroxide.",S$594,S$180,70,20,6,"['Jurong East Central', 'Tampines Central', 'Hougang Central', 'Ang Mo Kio Central', 'Clementi Central', 'Toa Payoh Central']",2015-06-05T00:00:00.000+08:00,2018-03-02
973,XIU House,2468,4.10,Gel Pedicure with Return Soak-Off for 1 Person,Spiff up your nails by pampering them with a mani-pedi. Choose from a variety of colours to your fancy! Leave with bright and shiny nails that add an elegant touch to your look.,S$58,S$20,66,20,1,['Hougang'],2016-11-25T00:00:00.000+08:00,2018-03-02
974,Kosme Aesthetics,2840,3.50,1-Hour Facial with Laser Treatment for 1 Person (1 Session),"Get a non-ablative, technology-enhanced facial at Kosme Aesthetics with their facial with laser treatment that has been awarded Singapore Women's Weekly Spa Awards 2016 - Best Blemish-Free Facial. Each session uses Korean laser technology that is calibrated for Asian skin to minimise enlarged pores, reduce the appearance of blemishes, acne, age spots, and wrinkles, and improves skin tone and texture for a brighter complexion.",S$250,S$28,89,20,1,"['#03-08/09, Orchard Gateway']",2016-06-09T00:00:00.000+08:00,2018-03-02
975,SKINLOGIC,2742,4.60,Full Legs / Arms IPL Hair Removal for 1 Person (3 Sessions),Earn long-lasting hairlessness with finer regrowth on your full legs or arms with a IPL hair removal at SKINLOGIC. The treatment uses E-Light technology that helps rejuvenate skin and eliminate even minimally-pigmented hairs.,S$474,S$55,88,20,1,"['#02-07, Midpoint Orchard']",2016-10-17T00:00:00.000+08:00,2018-03-02
976,Mero Skin,2461,4.10,Brazilian IPL Hair Removal for 1 Person (12 Sessions),Painlessly strip unwanted hair off your body at MeroSkin with their Brazilian IPL hair removal. IPL treatment is a safe and non-invasive hair removal procedure which promotes long-lasting hairlessness with finer regrowth. The treatment is recommended to be done once a month.,"S$1,800",S$165,91,20,1,['International Plaza'],2017-04-17T00:00:00.000+08:00,2018-03-02
977,Anew Me Beauty Aesthetic,2876,4.40,1.5-Hour Aesthetic Pure Oxygen Facial with Mani-Pedi / Gel Manicure for 1 Person (1 Session),"Bring yourself to absolute pampering for your face and nails with a 90-minute aesthetic pure oxygen facial with a mani-pedi or gel manicure at Anew Me Beauty Aesthetic. The facial promotes collagen, improves growth of new cells, rejuvenates skin, and deep-cleanses pore, while the classic mani-pedi uses the highly-coveted O.P.I. products.",S$348,S$38,89,20,1,"['#03-27, The Centrepoint']",2016-07-23T00:00:00.000+08:00,2018-03-02
978,BelleCare,2523,4.20,75-Min Facial and Lymphatic Drainage Eye Treatment for 1 Person,"Different skin types produce different skin issues which is why it is important to get the correct treatment for your skin type. Choose between a CPL facial, diamond peel, oxy H2O infusion, aqua hydro peel,  RF facial, or collagen whitening to give your skin the right skincare. Help your eyes look more awake with a lymphatic drainage eye treatment that helps to channel fluids to the correct pathways to be drained out.",S$268,S$20,93,20,1,['Dhoby Ghaut'],2017-04-27T00:00:00.000+08:00,2018-03-02
979,SkinPerfect Aesthetics,2311,3.80,1.5-Hour Double Lift Chin and Jawline Shaping Facial for 1 Person (1 Session),"Define the contours of your face and jaw with a shaping facial. Facial lifts and tightens skin, boost collagen production, and protects skin from free radicals and premature aging. Conveniently located at seven outlets nearby MRT stations, this multiple award-winning centre uses SkinScience products.",S$588,S$38,94,20,6,"['#03-02 ,Compass One', '#03-26, Westgate', 'Tampines Central', '#04-39, Plaza Singapura', 'Toa Payoh Central', '#04-07,Parkway Parade']",2016-12-13T00:00:00.000+08:00,2018-03-02
980,PHS HAIRSCIENCE,4760,3.90,Purifying Treatment for Oily and Dandruff-Prone Hair for 1 Person,"Itchy scalp? Need to wash it more often than anybody else you know? No worries, why not try out a purifying treatment from PHS HAIRSCIENCE for oily and dandruff-prone hair? This treatment can alleviate oily and flaky scalps.",S$198,S$28,86,20,1,"['#04-34/35, Plaza Singapura']",2017-10-25T00:00:00.000+08:00,2018-03-02
981,Aesthetic Wellness,680,3.00,InnoWhite Teeth Whitening Treatment for 1 Person (1 Session),"Worry no more about your teeth and show off your brightest smile with Aesthetic Wellness's InnoWhite teeth whitening treatment. The treatment utilises OSRAM blue LED light to remove both intrinsic and extrinsic stains, yellowing and discolouration. The heat free procedures eliminates the need of using traditional bleaching hydrogen peroxide products.",S$999,S$68,93,20,2,"['Claymore Connect', 'Malacca Centre (Raffles Place)']",2016-01-29T00:00:00.000+08:00,2018-03-02
982,Fabulous Aesthetics,2286,4.20,Full Arm / Leg Waxing for 1 Person (2 Sessions),Get rid of pesky hairs with a full arm or leg wax! Forget about the razors and the wax strips and let professionals remove the hair as painlessly as possible. ,S$136,S$34,75,20,1,['The Bencoolen'],2017-11-09T00:00:00.000+08:00,2018-03-02
983,PamperLoft,2510,4.40,Classic Mani-Pedi + Sea Salt Foot Soak + Sea Salt Foot Scrub for 1 Person (3 Sessions),"Paint your nails with colours and joy with classic mani-pedi, sea salt foot soak and sea salt foot scrub at PamperLoft. Foot soaking helps provide added hydration, while scrubbing with sea salt exfoliates skin to remove layers of dead skin cells and impurities.",S$180,S$66,63,20,1,['Boon Keng'],2015-11-12T00:00:00.000+08:00,2018-03-02
984,Norix International (Kira),2611,3.20,Japanese Gua Sha Facial with Repairing Ampoule and Eye Gua Sha for 1 Person (1 Session),"Going the ancient path might just work out as well as modern methods. Gua sha facial increases blood circulation, improves overall complexion, and detoxifies, while the ampoule treatment helps firm skin and reverse its natural ageing process, and reduce the appearance of wrinkles.",S$387,S$28,93,20,3,"['Thomson Plaza', '#03-12, Orchard Central', '#04R-76, NEX']",2016-10-26T00:00:00.000+08:00,2018-03-02
985,The Best Eyebrow Beauty,2980,3.60,Eyelash Perming for 1 Person (2 Sessions),Save on your morning primping time with this eyelash perming treatment that curls and defines lashes for a fuller lashline that enhances features without the use of makeup.,S$116,S$28,76,20,1,['Toa Payoh Central'],2017-04-28T00:00:00.000+08:00,2018-03-02
986,Topp Care Hair Solutions,3191,4.60,Western Botanical Regenerating Scalp Treatment for 1 Person (1 Session),"Reinvigorate your hair health with the help of a Western Botanical regenerating scalp treatment. Replenish scalp moisture, boost hair follicle strength, and improve overall scalp health with a session of this treatment.",S$110,S$28,75,20,1,['Tampines Street'],2017-07-24T00:00:00.000+08:00,2018-03-02
987,Young Passion,3147,4.10,Korean Eyelash Extensions + Eyebrow Trimming + Touch-Up for 1 Person,"Shorten your morning primping routine with these Korean eyelash extensions. Eyelash extensions add length and volume without the use of makeup while lifting features for a more youthful appearance. Accompany your treatment with a touch-up session to keep lashes fluttering and full, and an eyebrow trimming session for arches that stay on fleek.",S$188,S$35,81,20,1,"['#01-22, Junction 9']",2017-01-17T00:00:00.000+08:00,2018-03-02
988,Beauty Mums & Babies,4987,4.40,1-Hour Pre-Natal Full Body Massage for 1 Person,"Motherhood is a joyful experience, but take some time to pamper yourself before you jump on that rollercoaster. Indulge in this 1-hour pre-natal massage that kneads away body stresses and boosts your blood circulation.",S$150,S$48,68,20,1,"['#14-11/12, Paragon Shopping Center']",2017-12-08T00:00:00.000+08:00,2018-03-02
989,NOUR!SH,3294,4.60,Gel Manicure with Return Soak-Off for 1 Person (2 Sessions),"Personalise your nails into dazzling pieces of art at NOUR!SH with their gel manicure with return soak-off, handled by experienced nail artists. The nail polish brushed onto your delicate fingers are 5-free - they do not contain formaldehyde, dibutyl phthate, toluene, camphor and formaldehyde resin. Gel polish is longer-lasting and chip-resistant.",S$144,S$38,74,20,2,"['East Coast Beach', 'Thomson Road (Longhouse)']",2016-08-29T00:00:00.000+08:00,2018-03-02
990,Dazzlette Nails,3357,3.20,Gel Mani-Pedi with Return Soak-Off + Complimentary Hair Treatment for 1 Person (1 Session),Dazzle the world with a fancy handful of colours from the skilled manicurists at Dazzlette Nails. Receive with your gel manicure a complimentary hair treatment to boot!,S$210,S$40,81,20,1,['Serangoon Gardens'],2016-06-20T00:00:00.000+08:00,2018-03-02
991,Your Senses Beauty,3616,4.90,1-Hour Facial of Your Choice for 1 Person,Escape the demands of the world for an hour as you indulge in a facial of your choice that suits your skin type and needs that will improve the condition of your skin.,S$150,S$22,85,20,1,['Bishan'],2017-05-04T00:00:00.000+08:00,2018-03-02
992,DENEB HAIR ART,4371,3.80,1-Step Crystal Aqua Korean Rebonding with Argan Oil Treatment + Wash and Blow for 1 Person,"Coiffe your hair into the straight and narrow, or let it walk it a winding path with your choice of a Korean rebonding treatment from Deneb Hair Art. Impart strength into your weakened roots by reinforcing its foundations with an argan oil treatment as well.",S$208,S$48,77,20,2,"['Tanjong Pagar Plaza', 'Midpoint Orchard']",2017-09-20T00:00:00.000+08:00,2018-03-02
