,Company Name,Company ID,Rating,Offer,Details,Original Price,Sale Price,percent_savings,Num_bought,Num_outlets,Outlet Names,Offer start date,Date retrieved
378,Ubin First Stop Restaurant,4796,3.80,$200 Cash Voucher for Chinese Cuisine,"Treat yourself to a gastronomic experience by indulging in bountiful Chinese fares with this $200 cash voucher. Available in the menu are myriads of dishes that include abalone, shark fin, seabass, crayfish, crab, beef, beancurd, and more, for you to enjoy. Take your family or friends to join you and feast together till your tummy's content.",S$200,S$100,50,81,2,"['East Coast Beach', 'Macpherson Road']",2018-02-13T00:00:00.000+08:00,2018-03-02
379,Yunnan Garden Restaurant,2263,4.40,$40 Cash Voucher for A la Carte Chinese Cuisine,"For truly authentic Nanyang-inspired, go straight to the pros. With over 40 years of experience in the culinary industry, Yunnan Garden Restaurant offers traditional dishes with a contemporary twist, such as stir-fried salted egg prawn balls, pan-fried flounder with sweet sauce, and stir-fried Yam ring with diced chicken and cashew nut. As for dessert, go for the red bean paste pancake or chilled grass jelly with loquat.",S$40,S$24,40,80,1,['Fusionopolis One'],2016-09-30T00:00:00.000+08:00,2018-03-02
380,YOLO,1110,4.10,Two (2) Build-Your-Own Regular Meal Bowls,"The common adage of to each his own has never been truer with this Build Your Own Meal bowl, where you get to pick proteins like basil minced chicken, chicken breasts, or veggie patties, along with 2 sides, topping, and sauce customised to your choice. Enjoy your healthily customised meal that is according to your tastes.",S$25.80,S$19,26,80,1,['Icon Village'],2017-09-18T00:00:00.000+08:00,2018-03-02
381,M Hotel Singapore (Café 2000),2261,4.20,(Sat - Sun) Crab and Seafood Extravaganza Lunch Buffet for 1 Child,Satisfy your seafood cravings with a generous spread of seafood that will leave your mouth watering for more.,S$41.19,S$24.71,40,80,1,"['Café 2000, M Hotel']",2018-01-04T00:00:00.000+08:00,2018-03-02
382,Oh My Cafe,2781,4.60,"Korean Main Course, Cake, and Ice Cream Set for 2 People","Add a twist to the usual Korean-style meal, and try out a Korean fusion meal complete with their signature strawberry drink and desserts to make your tummy happy!",S$56.30,S$43,24,80,1,"['#B1-01, Westgate']",2017-04-10T00:00:00.000+08:00,2018-03-02
383,Candour Coffee,1253,4.60,$10 Cash Voucher,"Enjoy signature hand brewed coffee, mini latte tarts, bacon-wrapped chicken burger, and more at Candour Coffee for a lesser value. Relax, and enjoy a quiet evening with great food and drinks! ",S$10,S$7,30,80,1,['Beach Road'],2017-05-04T00:00:00.000+08:00,2018-03-02
384,City Hotpot,2026,4.60,Shabu-Shabu Lobster Set D for 2 People,"Foster connections and let your relationship boil down to City Hotpot's Shabu-Shabu set for 2 pax. Choose your desired soup base from a variety of selections, such as the milky fish soup, the flavourful Thai Tom Yam soup, the spicy Si Chuan soup and many others, and be ready to dunk one piece of fresh lobster into your choice! The set also comes with condiments such as vegetable platters and house specialties for a wholesome meal and quality time with your loved one.",S$152.99,S$91.80,40,79,1,"[' #04-28, One Raffles Place']",2016-12-21T00:00:00.000+08:00,2018-03-02
385,City Hotpot,2026,4.60,Shabu-Shabu Lobster Set D for 2 People,"Foster connections and let your relationship boil down to City Hotpot's Shabu-Shabu set for 2 pax. Choose your desired soup base from a variety of selections, such as the milky fish soup, the flavourful Thai Tom Yam soup, the spicy Si Chuan soup and many others, and be ready to dunk one piece of fresh lobster into your choice! The set also comes with condiments such as vegetable platters and house specialties for a wholesome meal and quality time with your loved one.",S$152.99,S$91.80,40,79,1,"[' #04-28, One Raffles Place']",2016-12-21T00:00:00.000+08:00,2018-03-02
386,OParl Café,2496,4.00,3-Course Pasta Meal with Drink for 2 People,"Dig in by the forkful with this 3-course meal that couples a bowl of creamy pasta with a soup of the day, a dessert of your choice, and cooling beverage to wash it all down.",S$85,S$42,51,79,1,['The Art House'],2016-11-21T00:00:00.000+08:00,2018-03-02
387,Ah Hua Kelong Seafood Restaurant,5355,4.00,Seafood Lunch with Drink for 1 Person,"Delight your senses and satiate your seafood cravings with this seafood lunch set. Pick your main course of seafood with options that include fish and chips, AHK seafood bowl, salted egg pasta, or aglio olio. Gulp down a refreshing can of soft drink in between mouthfuls of lunch.",S$21.89,S$10.90,50,79,1,['Jalan Riang'],2018-02-23T00:00:00.000+08:00,2018-03-02
388,Talay Kata,5334,3.40,Thai Cooked Food Lunch Buffet for 1 Person,Feast on an array of dishes at Talay Kata with this Thai cooked food lunch buffet. Talay Kata’s Cooked Food Buffet offers an array of delicious Thai cuisines featuring dishes such as pineapple fried rice and mussels with Thai red curry sauce to authentic Thai red / green curry.,S$17.20,S$10.90,37,78,1,"['#08-04/05, Orchard Central']",2018-01-26T00:00:00.000+08:00,2018-03-02
389,Rong Cheng (Sin Ming Rd) Bak Kut Teh,1800,4.00,Bak Kut Teh Set Meal for 4 People,"Bak Kut Teh lovers, rejoice and head over to this restaurant specialising in clear broth bak kut teh with prime ribs! You won't regret this flavorful bowl of goodness.",S$66.90,S$46.80,30,77,1,['Sin Ming Lane'],2016-07-21T00:00:00.000+08:00,2018-03-02
390,YOLO,1110,4.10,One (1) Build-Your-Own Regular Meal Bowl,"The common adage of to each his own has never been truer with this Build Your Own Meal bowl, where you get to pick proteins like basil minced chicken, chicken breasts, or veggie patties, along with 2 sides, topping, and sauce customised to your choice. Enjoy your healthily customised meal that is according to your tastes.",S$12.90,S$9.90,23,77,1,['Icon Village'],2017-09-18T00:00:00.000+08:00,2018-03-02
391,Carousel @ Royal Plaza on Scotts,4835,4.60,"(Fri - Sat, PH, Eve of PH) International Buffet Dinner for 1 Person","Satisfy the rumble in your tummy with an international buffet at Carousel @ Royal Plaza on Scotts! With its diverse spread of local, Western, and international fare to choose from, even the pickiest eater will have something to nibble on.",S$97.69,S$83.04,15,76,1,['Scotts Rd'],2018-01-18T00:00:00.000+08:00,2018-03-02
392,New Everest Kitchen,4145,4.40,$30 Cash Voucher for Indian and Nepalese Cuisine,"Tantalise palates with authentic Indian and Nepalese cuisine with this $30 cash voucher. Feast your senses on an array of dishes from the ala carte menu, including favourites like mutton shikh kebab, jhenge mewa, cheese naan, vegetable pakoras, and more.",S$30,S$18,40,75,1,['Chander Road'],2018-02-26T00:00:00.000+08:00,2018-03-02
393,Hood Bar And Cafe,1405,3.70,Any 4 Main Courses from Menu,"Gather friends and family for night out , where taste buds are tantalised with Asian fusion fare like pesto pasta with Hainanese pork chop, kam heong pasta with butter-seared scallops, seafood pizza, pan fried barramundi with king mushrooms, and  more. Compliment your dining experience with live performances by the band for a memorable evening!",S$141.25,S$60,58,75,1,"['#05-07, Bugis+']",2016-09-01T08:00:00.000+08:00,2018-03-02
394,Arkadas Cafe,1533,4.50,Turkish Appetiser and Mains for 2 People,"Feast like royalty with the exciting and intoxicating flavours of Turkish cuisine. Explore the wonders of this culinary delight with this offer for 2 people. You get one aubergine salad to share and whet your appetite for more, as well as two (2) main courses of your choice, such as pan-fried salmon, sis kebab chicken, and grilled chicken breast. So, grab a special someone for a meal to remember.",S$42,S$30.80,27,74,1,['Buona Vista'],2016-09-01T08:00:00.000+08:00,2018-03-02
395,Rong Heng Seafood,4070,4.00,$80 Cash Voucher for Seafood,"Savour some authentic Chinese-style seafood at Rong Heng Seafood with signature dishes like Celestial Cai Yuan Ji, Healthy Wu Mi Porridge, Hong Ban Liang Wei, buttered crab with egg yolks, pecking duck, and more. Be entertained by Robot Lucy who goes from table to table to serve food to customers as well as dance to popular pop songs. Choose to dine indoors or opt to sit outside and dine alfresco while enjoying the cool breeze.",S$80,S$48,40,74,1,['East Coast Beach'],2017-07-06T00:00:00.000+08:00,2018-03-02
396,Xiao Ban Cafe,4405,4.40,Two (2) Xiao Ban Soya Gelato,"Head on over to Xiao Ban soya for two servings of their soya gelato. Maintaining the flavour of their best-selling original beancurd in a soft-serve ice cream texture, the gelato is served in a wafer cup to provide a little bit of crunch to this delectable dessert.",S$6.20,S$4.30,31,74,1,"['#03-89G, Jurong Point']",2017-08-30T00:00:00.000+08:00,2018-03-02
397,The Armoury,1401,4.20,(Sat - Sun) Steak and Ribs Buffet for 1 Adult,"Delight your tastebuds with a scrumptious serving of dishes with a Western lunch buffet. Pick a main of your choice with either rib eye steak, beer battered fish, or chicken thigh and pair it with sides like vegetables, fries, calamari, drumlets, pasta, and more. Leave with a filled tummy and a satisfied palate.",S$35.19,S$27.90,21,74,1,['The Armoury'],2017-09-04T00:00:00.000+08:00,2018-03-02
398,Tian Tian Nasi Lemak,5142,4.50,Tian Tian Nasi Lemak Set for 1 Person,"If you have not sampled the iconic nasi lemak before, then this nasi lemak set by the prominent Tian Tian Nasi Lemak is a golden opportunity for your taste buds to envelop its deep and aromatic flavours! Choose from either set A or set B and indulge its taste whole-heartedly!",S$3.60,S$2.50,31,74,3,"['Lim Beng Coffee House', 'Happy Hawkers (Bedok Reservoir)', 'Sungei Kadut Eating House']",2018-01-20T00:00:00.000+08:00,2018-03-02
399,Daily Juice,2850,4.30,3-Day 1-2-3 Juice Cleanse,"Revitalise and cleanse your body of toxins with a 3-day juice cleanse! Cold, refreshing and delicious on a hot day, you'll get all the goodness of the nutrients in the juice, too.",S$196,S$136.50,30,73,1,['Serangoon Gardens'],2017-10-12T00:00:00.000+08:00,2018-03-02
400,Earle Swensen's,2830,4.10,60-Minute All-You-Can-Eat Salad Buffet for 4 People,"Delight in a plethora of fresh compound salads, crisp mixed greens, juicy fruits to pad your salad bowls with at this all-you-can-eat salad buffet. Grab seasonal ingredients and top it all off with an exclusive Earle's salad dressing for that extra kick!",S$76.28,S$39.60,48,73,1,['Jurong East'],2017-03-20T00:00:00.000+08:00,2018-03-02
401,New Generation Confectionery,3558,4.00,48 Pieces of Mini Fruit Tarts,"Bite into these little delights for an explosion of sweet and tart flavours in your mouth. Choose from fruit tarts, blueberry cheese tarts, or if you're not a fan of sour taste, opt for the mini eclairs.",S$43.20,S$29.80,31,73,1,['Ang Mo Kio Central'],2016-01-26T00:00:00.000+08:00,2018-03-02
402,House of Beehoon,5242,4.20,$50 Cash Voucher for Chinese Cuisine,"If beehoon is one of your favourite local dishes, treat yourself to a delightful serving of this noodle dish at House of Beehoon. Boasting of various types of beehoon, take your pick on your beehoon of choice. Besides their signature dishes, they also offer other dishes like seafood, meat, beancurd, cheesy beehoon, and more.",S$50,S$30,40,73,1,['Bishan Central'],2018-01-31T00:00:00.000+08:00,2018-03-02
403,Ice Cream Skool,2126,4.60,Ice-Cream Buffet for 1 Person,"When in doubt, err on the side of excess - this is especially true when you can't decide which ice cream flavour to choose. Indulge in an ice cream buffet with free-flow of classic gelato flavours and waffles, and put your doubts to rest!",S$25.90,S$12.90,50,72,1,"['#01-10, 445 Tampines St 42']",2017-02-22T00:00:00.000+08:00,2018-03-02
404,Lotus Thai Restaurant,1846,4.10,$10 Cash Voucher for Thai Cuisine,"Tantalise your taste buds with some tempting Thai treats at Lotus Thai Restaurant! Delve into some classic Thai eats such as Phad Thai, pineapple fried rice, pandan chicken, or simply some delectable desserts such as the classic and well-loved Mango Sticky Rice or Thai Red Ruby.",S$10,S$8,20,70,1,['Jalan Besar'],2016-09-01T08:00:00.000+08:00,2018-03-02
405,Dulukala,1673,3.90,Weekday Dinner Set for 2 People,"Wind down with delectable Peranakan dishes at Dulukala Peranakan Restaurant to satiate that hunger pang of yours. End your day by treating yourself and your loved ones to dishes such as Asam Pedas, Ngoh Hiang, and more.",S$47.50,S$30.50,36,70,1,['Beauty World Centre'],2017-10-18T00:00:00.000+08:00,2018-03-02
406,Shish Mahal Restaurant,1419,4.10,$40 Cash Voucher for Northern Indian Cuisine,"Whet your appetite for authentic North Indian and Nepalese food at Shish Mahal! Enjoy delicious and wholesome meals such as Mutton Roganjosh, Mahal ka Butter Chicken, Reshmi Palak Paneer, Navaratan Korma and many more, worth SGD40 cash value for only SGD29.90!",S$40,S$29.90,25,70,1,['Albert Street'],2016-09-01T08:00:00.000+08:00,2018-03-02
407,Da Jie Niang Dou Fu,3826,4.10,$50 Cash Voucher for Chinese and Malay Cuisine,"Savour a delicious plate of niang dou fu or a variety of authentic Chinese cuisine at Da Jie Niang Dou Fu. With over 60 menu items available, you are in for a treat as you indulge in the various dishes to choose from.",S$50,S$30,40,70,1,['Clementi Avenue 2'],2017-06-06T00:00:00.000+08:00,2018-03-02
408,CoolMan,3999,4.60,Two (2) Berries Yoghurt,Beat the heat and treat your buddy with a pair of berries yoghurts from Coolman to quench your thirst and cool off from the midday sun.,S$7.80,S$5.50,29,70,1,"['#02-K12, Downtown East']",2017-09-05T00:00:00.000+08:00,2018-03-02
409,OParl Café,2496,4.00,$40 Cash Voucher for A la Carte Food and Drinks,"Work up an appetite with a short stroll from City Hall MRT, before feasting on a spread of Western and Asian dishes that tempt tastebuds. Sample scrumptious fare like Hainan chicken rice, grilled seabass, sirloin stea, laksa, and more with this cash voucher.",S$40,S$20,50,69,1,['The Art House'],2016-09-29T00:00:00.000+08:00,2018-03-02
410,Gum Gang Won Korean Fusion Restaurant,3970,3.70,One (1) Pot of Budea Chigae for two (2) People,"Bring a date and together savour the flavours of Korean cuisine with this hearty pot of Budae Chigae. Also known as Korean army stew, each pot is brimming with delectable vegatables, meats or seafood, and rich broth.",S$45.40,S$27.30,40,69,1,['Chinatown'],2017-06-14T00:00:00.000+08:00,2018-03-02
411,Acapulco Bistro & Bar,5180,4.60,$10 Cash Voucher for Mexican Cuisine,"Savour a plethora of flavours with a feast of Mexican cuisine with this $10 cash voucher at Acapulco Bistro and Bar. Much your way through crunchy nachos, sizzling fajitas, cheesy quesadillas, and more!",S$10,S$6.50,35,69,1,"[' #01-03, Oxley Tower']",2018-01-04T00:00:00.000+08:00,2018-03-02
412,Second Storey Cafe Bar,1863,3.80,BBQ Pork or Slow-Cooked Beef with Drink for 1 Person,"Feeling carnivorous and craving for some meat? Choose between a flavourful BBQ pork and a sensational slow-cooked beef stew, and get you a drink of your choice! Yummy!",S$19,S$13.90,27,67,1,"['#02-01, 19 East Coast Road']",2016-09-01T08:00:00.000+08:00,2018-03-02
